size,p53_concentration,is_cancerous
-0.004164936524136716,0.0017850734344602727,1
0.012898248148738226,0.0018985663081065498,1
0.013674451489185696,0.00119347037945102,1
0.008774015313608356,0.0036730596591509727,0
0.00975099310550778,0.005570540045453603,0
0.018514009350821904,0.0017347705815978168,1
0.00706393170421612,0.0007822903685004148,1
0.015423724656156573,0.0016591330779815259,1
0.011259321128231917,0.00039388252782515535,1
0.008805238278462087,0.0034805357747479614,0
0.022836742670876348,0.004018950724455031,0
0.009101473014311804,0.003675977099863249,0
0.01580337026592101,0.0010169692105916,1
-0.014066641241000223,0.0014502194224087805,1
0.020791691503296655,0.0035799423246950985,0
0.005235394309142944,0.0005825171153092828,1
-0.012276446804689955,0.0008450255983331269,1
0.0020234192178054562,0.0015612800957510709,1
-0.009931206083019272,0.0032240787468511057,0
0.022556041025582896,0.0025931448207236834,0
0.00737447152940248,0.00294139585502022,0
0.013473863572586602,0.0028151596163160262,0
0.019057136292127803,0.0008186441238508539,1
0.029630573057299006,0.0020078936803967027,1
0.021641561947821443,0.0005536617524836613,1
0.011582638455362362,0.005078474728151036,0
0.01501733396370037,0.0005545328690127506,1
0.01995253039533607,0.00039344319149160474,1
-0.005136081007516745,0.000209605796254246,1
0.004325827509920179,0.001323111105354117,1
0.022935041429574775,0.004726195490963888,0
0.011665510418563431,0.003248332929415545,0
0.01884452955506001,0.005825189378646741,0
-0.0002880904767566875,0.004476288049554759,0
2.5171724436074544e-05,0.003434063729183025,0
0.002484606691769692,1.7546795954550762e-06,1
0.013571665091170523,0.0008128215134098256,1
-0.004764165949386641,0.0018723685398738012,1
0.002193947657313823,0.0006882276926557158,1
0.009057565664219959,0.00412641628053672,0
-0.0033836618542550517,0.00016858346931875924,1
0.02061310395928512,0.002693401295911,0
0.0034795687906711125,0.0036895755335926124,0
0.011724686418914328,0.0017078492622143882,1
0.000868173010083859,0.001167084974307681,1
-0.005532197287099997,0.0026688692897328076,0
0.02219316192958322,0.0062201148806960965,0
0.018161934430480343,0.007189666760285283,0
-0.0008416784618714094,0.0003029171051778738,1
0.005008757163089057,0.003025438828541508,0
0.011328938820559645,0.0012477339044710484,1
0.004646212229029793,0.003220151788458401,0
0.020193719072497163,0.0017649359412215664,1
0.013680845809922357,1.6149143291343225e-05,1
0.015440950601189345,0.001108551343262041,1
0.013168066927847598,0.004591745907984457,0
0.027420613538724638,0.0016492555637249795,1
0.014347150645263915,0.006226343547334247,0
0.0035421886643236733,0.0005160974315044386,1
0.003779229105379536,0.0008681004264003997,1
0.016213342791276956,0.0034508974465082055,0
0.017168734863404866,0.0025405645268238514,0
0.005521109663027784,0.006148510294517555,0
0.011606527433576048,0.004327216673596871,0
0.013837299310411064,0.0037314814339006915,0
0.009598709984947237,0.001884089532399599,1
-0.010211632877292353,0.0008573921948153179,1
0.019484343917338012,0.003528196021842,0
-2.6592980897147123e-06,0.0023877564584153044,0
0.008536968169043785,0.004729349354240263,0
0.005220007136895581,0.004430103852447917,0
-0.009333975940610183,0.0005560708083883752,1
-0.010004614770244785,4.395874869234334e-05,1
0.0006725956617953215,0.003003573534496762,0
0.031339151041993765,0.0010370616080919623,1
0.008059992687362981,0.007199637460826925,0
0.01200669394184844,0.0014748104144142547,1
0.023284648356090343,0.0016264595117659471,1
0.009350151760925053,0.008529580132423598,0
0.015484076714227553,0.002889186480572932,0
0.017340517604252585,0.00023299007162365056,1
0.019879056598291093,0.004283972115084218,0
0.0025365985386210836,0.003597806023795638,0
0.019662562287500795,0.0015798474727017776,1
-0.00613910806081599,0.0005154153001224813,1
0.001018132885596398,0.0001642123566563678,1
0.023803446571403437,0.003033915953283355,0
0.024895468681737497,0.002112787011957068,1
0.011468517673485846,0.002361901469790748,0
0.019575962508666694,0.0008526463158314852,1
-0.011622195767752449,0.0062724971038891015,0
0.010173225463466691,0.00031707378848889285,1
0.00892279410124465,0.0018785369351836723,1
0.012349997660756284,0.0035493268217583872,0
0.024708717675355762,0.003285383880035746,0
0.016867945420278467,0.004011266007881993,0
0.015660239588077225,0.0011267038707381792,1
0.01295727058333345,0.000146848186030778,1
0.0020895034588160437,0.005582356497322706,0
-0.007105121180372277,0.00392450342578572,0
0.00880068023085207,0.0033383414828915834,0
0.024484305299880674,0.00020397968103616027,1
0.002314975472029665,0.0008067894723878306,1
0.016714813181047013,0.003758767919035704,0
0.018108723895424467,0.0028474054797862115,0
0.03033845123825054,0.0027388488772805584,0
0.040587425653217976,0.0020223088039766045,1
-0.0007073904877500214,0.00036210462004467687,1
0.017044521496868147,0.0004988673239186318,1
0.004728428611228321,0.0015073811674142204,1
0.01574912914516262,0.003871504919003038,0
-0.013954751354534953,0.0005782514948854268,1
0.026220829887718816,0.00518197887048824,0
0.020994800537751226,0.003415920192193235,0
0.02579670981276682,0.005727264714025001,0
-0.017006219577638107,0.003208541437105911,0
-0.0025241004532274344,0.0021815306392029142,0
-0.00958889754601631,0.0022435401035861536,0
0.02206443790723994,0.0021147088187456224,1
0.013032261536530707,0.006044334196585024,0
-0.004670828555343067,0.001657847048020935,1
0.0064034478602059365,0.0017186880552949894,1
0.02638286190153668,0.0014879894221334353,1
-0.0014129299750134036,0.00239160513972308,0
0.018707467515152516,0.004584741500796985,0
-0.0024718799870972422,0.0010891684420950432,1
0.012294598457202547,0.0016236131535214684,1
-0.007462846789129342,5.5763335256036814e-05,1
0.008420417020123498,0.0024035541493584913,0
0.006361793087875955,0.00559890975739674,0
0.006005558510639579,0.00026313373621215355,1
0.01354789055280338,0.0015217654796149062,1
-0.008724342561892947,0.005909610201912419,0
0.012640949817828899,0.004023019591710976,0
0.008622034452967097,0.003646824789381984,0
0.011111198423002342,0.0014756734844794564,1
0.009713005967677697,0.0038609989237897518,0
0.01408201076704266,0.0017487505957293867,1
0.01949904684148862,0.0011915798745299388,1
0.005271928316578024,0.0026684041499121136,0
-0.007279820869167701,0.0017826182566883654,1
0.022103644466322826,0.005122617224836593,0
0.01633189498531029,0.0021153316912762093,1
-0.004577122724837292,0.00380480845688703,0
0.018692356516015397,0.003606108572088573,0
0.013659676548622981,0.0013018449399697773,1
0.011815055491345356,0.0007053794489362865,1
0.006627794877797294,0.005186746163187642,0
0.022521196664657735,0.0006353768467440507,1
0.008369413893562487,0.0007834308489430869,1
0.014645666935605744,0.003950250748642387,0
0.0061718787785143845,0.0005706483318574536,1
0.012430758502575752,0.0020493014432497927,1
0.00560710729814542,0.0018267860945054308,1
0.01713792102388124,0.00210391690672638,1
0.01798974664641629,0.0030281301548769155,0
0.002965268487754199,0.005499865212978569,0
0.010571366662228252,0.0030775332748841987,0
0.011877728294864713,0.004393305997332165,0
0.019073005523764355,0.001193744739137183,1
0.020636452646707108,0.004777958157525705,0
0.005914600554556436,0.003480692253317155,0
-0.0028062682250959686,0.0010368403453207549,1
0.022586568106394873,0.0015657651310300182,1
0.016024321108191852,0.005254658984607675,0
0.018110258176098938,0.0015002985731148713,1
0.014497863165435169,0.0011730375570873535,1
-0.015206874380442685,0.00034515049366467274,1
0.01273301958565295,0.003924525932828455,0
0.004971264799620661,0.0005873428897041043,1
0.013421943627492402,0.0002495072472346651,1
0.006391937964249967,0.0026571075202357166,0
0.01459520669464462,0.0025079982448252356,0
0.025971047678975505,0.002631967283905834,0
0.004644240068412606,0.0017324546466280207,1
0.019509847019236217,0.004054991443812152,0
0.008190522549203112,0.0006708792464708855,1
0.003347796229741599,0.0038786345544687055,0
0.0032007011256534653,0.00023781758122099319,1
0.023998075294767066,0.0012992135748169152,1
0.012838333700325354,0.0008927122067434062,1
-0.01040169136678998,0.0024055733479001235,0
0.023670018902866317,0.001197978869761378,1
-0.0031915295770506957,0.0011698487180306508,1
0.005267475497890747,0.0005792924804632303,1
-0.004961393904165157,0.0002935992618760806,1
0.03726130629416627,0.005679043138519286,0
-0.001850947983592725,0.0005051623992987121,1
0.021325436733987117,0.0014038980318511864,1
0.01347544358973513,0.00035418482347012684,1
0.019019748196543385,0.0014224055844230545,1
0.00012043458489810303,0.0008721589724962919,1
-0.003894176351993595,0.0017066939277938773,1
0.010879060046757427,0.0001022842432361553,1
0.01026736305887644,0.0034817339968990007,0
0.011907806173584085,0.001672565678658782,1
0.006449769559439917,0.006731556195767432,0
0.0103530607586592,0.002457517924360739,0
-0.004887423107570354,0.0019511763210386642,0
0.009450656346431231,0.007667027443430136,0
0.004643429433643628,0.002464727214719406,0
0.01475251176180016,0.000708116822324955,1
0.006496060160444943,0.00134402633129411,1
0.0014971325712341502,0.0029989490908205923,0
0.016416660037848294,0.001503555585900687,1
0.01595655875751277,0.005007146746799264,0
0.00538071698189205,0.0023894971678378217,0
0.016453142141178444,0.005413524127472659,0
0.003752674589730708,0.00028825483084674746,1
0.004946109420218871,0.0017434389408647446,1
-0.00028830201884416824,0.0016514696127370066,1
0.007775747910267178,0.0053471354174237104,0
-0.013578563627478406,0.002910324779521525,0
0.021813352170360897,0.0009373649325774853,1
0.009364215275086771,0.0014284532319045425,1
0.015526467434198866,6.07132353527373e-05,1
0.01407272258279254,0.004016367044878601,0
0.03098274337973849,0.0033139157560645506,0
0.00020941374516840298,0.0027693208973625914,0
-0.0069862173160807565,0.0006989182514057998,1
0.01460067259468302,0.002360726027865117,0
0.010370972752417705,0.003806812689745147,0
0.015008115087756412,0.0008175520567360208,1
0.012143887621280236,0.003142392750562508,0
0.0032930005856525273,0.0022080577367351215,0
-0.00044666822431158396,0.0015625327518411576,1
0.02186054960083155,0.00342138555208879,0
0.005102193056011373,0.0009264811185751554,1
-0.012860290487101881,0.004753162983979052,0
0.02327733527276416,0.004467877150535036,0
0.003798699019050001,0.0025511086656351033,0
0.022076611455242867,0.005046792582563296,0
-0.006437982081001893,0.00039382171691369446,1
0.01038835102734042,0.0006413959057917256,1
0.03038664980889963,0.0015674192455287042,1
0.009153473851586187,0.002336162627729398,0
0.010604691235760758,0.0021387594590724784,1
0.018609548752670867,0.0004026450380131097,1
0.0029163493347733075,0.002441004141833793,0
0.013665103058325865,0.002605250185274683,0
-0.007295187139998478,0.005982442281683652,0
0.0009019487355707845,0.002010614431603757,1
0.032067912721670956,0.00314721976155591,0
0.008844384920827219,0.005721272375838073,0
-0.00990351535995976,0.003298608155319077,0
0.01900694489839528,0.0010818251219935487,1
-0.005668378831861486,0.0012724287750847476,1
-0.002345679185090233,0.0024214349223025235,0
0.011462782281916911,0.0008916990293584615,1
0.017551937587856913,0.0021480780036417465,1
0.00327109306003819,0.004134250276659606,0
-0.013201751242025205,0.005358147628515324,0
0.013653035751950898,4.8922614900727955e-05,1
0.017158626314308152,0.0006066353112568641,1
0.01794184943291749,0.0009466797074742787,1
0.01120080911366719,0.000743869793411719,1
0.01841585659616011,0.007915899053822133,0
0.011784437976176398,0.003883600502621977,0
0.009739847403167865,0.0014122122787172454,1
0.01913740463973874,0.0016989849654973233,1
0.014632780604869357,0.0008942345056126085,1
0.02058982786914964,0.004996914128405251,0
-0.00872073986091543,0.0015548149797907493,1
0.016771599454504432,0.00012086142800135711,1
0.009821714114498753,3.3388719414078304e-05,1
0.0028940159883610638,0.003060158953993581,0
-0.004071807731235203,0.001612888479744844,1
0.01887176039757335,0.0015953147877089268,1
0.019275109426969562,0.006527917488175026,0
0.018816623241990175,0.0035350762481084308,0
0.03067877270862098,0.00044982643430668075,1
0.014844534760137609,0.0016158738966584154,1
0.013496868518731098,0.0011292400387096814,1
0.0027757388756236047,0.006683969793117762,0
-0.007376313441173619,0.0013856283402216907,1
0.01112622597313027,0.003673327584633238,0
0.031653688326552035,0.0002547674319053455,1
0.009836876643398655,0.004705751500216375,0
0.025936963829715623,0.00034616500860716734,1
-0.014715895231238106,0.001996541836719244,0
0.025406808665701382,0.005932315300704929,0
0.005586865078094833,0.006244268414987071,0
0.017572040635357812,4.3891349182663365e-05,1
0.026042555976449284,0.0020625194269574525,1
-0.006747422464347676,0.00010956259424300193,1
-0.008240394930479815,0.002952460766576166,0
0.02044487299314586,0.0006977409069465613,1
0.0060256454036445705,0.0006733237285677669,1
0.02730843753549779,0.0024041452331670936,1
0.027663480653971853,0.0017194126852795402,1
0.0037075850404034803,9.807196925873895e-05,1
0.012771932234450601,0.0008550959389469048,1
0.013553629455035226,0.002708088194048804,0
0.005071001809412618,0.010237360310218758,0
0.006228279549218859,0.0028846395527390633,0
-0.0034053925336468335,0.0010730077429725805,1
-0.0004677748167897459,0.0012048821976811182,1
0.019236088455079167,0.0016365462848182165,1
0.013118460162689206,0.005170619588494698,0
0.005515546423704353,0.003011502964634101,0
0.0010364934616454418,0.0016301210313027067,1
0.006402632999094392,0.0011612444440836345,1
